icao,iata,name,city,subd,country,elevation,lat,lon,tz,lid
K16S,,Myrtle Creek Municipal Airport,Myrtle Creek,Oregon,US,619,42.99726111,-123.3153472,America/Los_Angeles,16S
K16W,,Little Goose Lock And Dam Airport,Starbuck,Washington,US,681,46.58394444,-118.0035833,America/Los_Angeles,16W
K16X,,Propwash Airport,Justin,Texas,US,804,33.08061111,-97.35841667,America/Chicago,16X
K17A,,Trigger Gap Airport,Berryville,Arkansas,US,1650,36.32825,-93.62221389,America/Chicago,17A
K17G,,Port Bucyrus/Crawford County Airport,Bucyrus,Ohio,US,1007.8,40.78158333,-82.97480556,America/New_York,17G
K17J,,Donalsonville Municipal Airport,Donalsonville,Georgia,US,147.4,31.00650722,-84.87763667,America/New_York,17J
K17K,,Boise City Airport,Boise City,Oklahoma,US,4174.3,36.77430556,-102.5104444,America/Chicago,17K
K17M,,Magee Municipal Airport,Magee,Mississippi,US,555.8,31.862765,-89.80061444,America/Chicago,17M
K17N,,Cross Keys Airport,Cross Keys,New Jersey,US,162,39.70547583,-75.03300306,America/New_York,17N
K17S,,Chehalem Airpark,Newberg,Oregon,US,190,45.32372778,-123.0542694,America/Los_Angeles,17S
K17V,,Haxtun Municipal Airport,Haxtun,Colorado,US,4035,40.62444444,-102.6079722,America/Denver,17V
K18A,,Franklin-Hart Airport,Canon,Georgia,US,889.9,34.34036111,-83.13080556,America/New_York,18A
K18I,,Mc Creary County Airport,Pine Knot,Kentucky,US,1370.4,36.69538889,-84.3915,America/New_York,18I
K18K,,Fowler Airport,Fowler,Kansas,US,2483,37.38427778,-100.1861944,America/Chicago,18K
K18T,,Tatum Airport,Tatum,New Mexico,US,3986,33.26080556,-103.2784861,America/Denver,18T
K18V,,Platte Valley Airpark,Hudson,Colorado,US,4965,40.10272222,-104.7011944,America/Denver,18V
K18Y,,Milaca Municipal Airport,Milaca,Minnesota,US,1100,45.77246472,-93.63218444,America/Chicago,18Y
K19M,,C A Moore Airport,Lexington,Mississippi,US,340,33.12546111,-90.02555694,America/Chicago,19M
K19N,,Camden County Airport,Berlin,New Jersey,US,150,39.77844444,-74.94780556,America/New_York,19N
K19S,,Sublette Municipal Airport,Sublette,Kansas,US,2910.7,37.49686111,-100.8329167,America/Chicago,19S
K1A1,,Green Acres Airport,Livingston,New York,US,297,42.14944444,-73.75047222,America/New_York,1A1
K1A2,,Arthur Airport,Arthur,North Dakota,US,973,47.11263611,-97.20814722,America/Chicago,1A2
K1A3,,Martin Campbell Field,Copperhill,Tennessee,US,1789,35.01581611,-84.34683111,America/New_York,1A3
K1A4,,Logan Field,Samson,Alabama,US,200,31.10370278,-86.0626,America/Chicago,1A4
K1A5,,Macon County Airport,Franklin,North Carolina,US,2034,35.22231219,-83.41999661,America/New_York,1A5
K1A6,,Middlesboro/Bell County Airport,Middlesboro,Kentucky,US,1154.1,36.61025,-83.73730556,America/New_York,1A6
K1A7,,Jackson County Airport,Gainesboro,Tennessee,US,517.3,36.39681694,-85.64132528,America/Chicago,1A7
K1A9,,Prattville/Grouby Field,Prattville,Alabama,US,224.9,32.43872222,-86.51269444,America/Chicago,1A9
K1B0,,Dexter Regional Airport,Dexter,Maine,US,533.3,45.0045075,-69.23743667,America/New_York,1B0
K1B1,,Columbia County Airport,Hudson,New York,US,198.1,42.29130556,-73.71033333,America/New_York,1B1
K1B2,,Katama Airpark,Edgartown,Massachusetts,US,18,41.35845056,-70.52447056,America/New_York,1B2
K1B5,,Franconia Airport,Franconia,New Hampshire,US,975,44.19595036,-71.75070328,America/New_York,1B5
K1B6,,Hopedale Industrial Park Airport,Hopedale,Massachusetts,US,269,42.10648583,-71.51009,America/New_York,1B6
K1B8,,Chapin Field,Cambridge,New York,US,510,43.05269444,-73.36313889,America/New_York,1B8
K1B9,,Mansfield Municipal Airport,Mansfield,Massachusetts,US,122.9,42.00087917,-71.19804111,America/New_York,1B9
K1BT,,Bonne Terre Municipal Airport,Bonne Terre,Missouri,US,910,37.91898056,-90.57520278,America/Chicago,1BT
K1C1,,Paxton Airport,Paxton,Illinois,US,779,40.44897889,-88.12773806,America/Chicago,1C1
K1C3,,Argyle Airport,Argyle,New York,US,330,43.25452778,-73.47019444,America/New_York,1C3
K1C5,,Bolingbrook's Clow International Airport,Bolingbrook,Illinois,US,674.9,41.69591667,-88.1295,America/Chicago,1C5
K1C8,,Cottonwood Airport,Rockford,Illinois,US,741,42.29168583,-89.13621833,America/Chicago,1C8
K1C9,,Frazier Lake Airpark,Hollister,California,US,152,36.95283333,-121.4626389,America/Los_Angeles,1C9
K1D1,,Milbank Municipal Airport,Milbank,South Dakota,US,1117.8,45.2305,-96.56608333,America/Chicago,1D1
K1D2,,Canton-Plymouth-Mettetal Airport,Plymouth,Michigan,US,696.1,42.34780556,-83.45633333,America/Detroit,1D2
K1D3,,Platte Municipal Airport,Platte,South Dakota,US,1618,43.40471525,-98.83049092,America/Chicago,1D3
K1D4,,Mayfield Airport,Akron,Ohio,US,1100,40.99255639,-81.43177917,America/New_York,1D4
K1D6,,Hector Municipal Airport,Hector,Minnesota,US,1078,44.73110253,-94.713786,America/Chicago,1D6
K1D7,,The Sigurd Anderson Airport,Webster,South Dakota,US,1857.6,45.29311111,-97.51361111,America/Chicago,1D7
K1D8,,Redfield Municipal Airport,Redfield,South Dakota,US,1308.5,44.85656667,-98.53122778,America/Chicago,1D8
K1DA,,Big Bar Usfs Airport,Lucile,Idaho,US,1236,45.53457778,-116.5309167,America/Los_Angeles,1DA
K1DS,,Dry Swamp Airport,Orangeburg,South Carolina,US,180,33.38426111,-80.907025,America/New_York,1DS
K1E2,,Terlingua Ranch Airport,Alpine,Texas,US,3769,29.4515,-103.3976111,America/Chihuahua,1E2
K1E4,,Palo Duro Airport,Amarillo,Texas,US,3639,35.14372222,-101.8392222,America/Chicago,1E4
K1E7,,Buffalo Airport,Amarillo,Texas,US,3640,35.06388889,-101.8775833,America/Chicago,1E7
K1E8,,Moores Airport,Degrasse,New York,US,815,44.38791667,-75.06633333,America/New_York,1E8
K1F0,,Ardmore Downtown Exec Airport,Ardmore,Oklahoma,US,844.9,34.14697222,-97.12266667,America/Chicago,1F0
K1F2,,Plateau Sky Ranch Airport,Edinburg,New York,US,1070,43.22555194,-74.11445019,America/New_York,1F2
K1F4,,Madill Municipal Airport,Madill,Oklahoma,US,890,34.14040194,-96.81203222,America/Chicago,1F4
K1F5,,Hoxie-Sheridan County Airport,Hoxie,Kansas,US,2733,39.36508333,-100.4380833,America/Chicago,1F5
K1F7,,Airpark East Airport,Dallas,Texas,US,510,32.81294444,-96.35202778,America/Chicago,1F7
K1G0,,Wood County Airport,Bowling Green,Ohio,US,673,41.391,-83.63013889,America/New_York,1G0
K1G1,,Elyria Airport,Elyria,Ohio,US,757.8,41.33152778,-82.10025,America/New_York,1G1
K1G3,,Kent State University Airport,Kent,Ohio,US,1134.4,41.15138889,-81.41511111,America/New_York,1G3
K1G4,GCW,Grand Canyon West Airport,Peach Springs,Arizona,US,4816.7,35.98611111,-113.8169167,America/Phoenix,1G4
K1G5,,Medina Municipal Airport,Medina,Ohio,US,1189.8,41.13144444,-81.76488889,America/New_York,1G5
K1G8,,Eddie Dew Memorial Airpark,Toronto,Ohio,US,1067,40.47598889,-80.62805972,America/New_York,1G8
K1H0,,Creve Coeur Airport,St Louis,Missouri,US,462.3,38.72733333,-90.50841667,America/Chicago,1H0
K1H1,,Airlane Enterprises Airport,Clay,New York,US,385,43.20588889,-76.17930556,America/New_York,1H1
K1H2,,Effingham County Memorial Airport,Effingham,Illinois,US,585.2,39.07044444,-88.53352778,America/Chicago,1H2
K1H3,,State Technical College Of Missouri Airport,Linn,Missouri,US,952.6,38.47161111,-91.81722222,America/Chicago,1H3
K1H4,,Greenville-Rainbow Airport,Greenville,New York,US,840,42.41970278,-74.00689167,America/New_York,1H4
K1H5,,Willow Springs Memorial Airport,Willow Springs,Missouri,US,1247,36.98961806,-91.95407639,America/Chicago,1H5
K1H6,,Harvey Young Airport,Tulsa,Oklahoma,US,750,36.13891667,-95.82505556,America/Chicago,1H6
K1H8,,Casey Municipal Airport,Casey,Illinois,US,654.9,39.30250917,-88.00406194,America/Chicago,1H8
K1H9,,Nest Of Eagles Airport,Spooner,Wisconsin,US,1115,45.83561575,-91.80283775,America/Chicago,1H9
K1I1,,Marcy Field,Keene,New York,US,985,44.22085556,-73.78801111,America/New_York,1I1
K1I3,,Shawnee Field,Bloomfield,Indiana,US,501,39.04272222,-87.00275,America/Indiana/Indianapolis,1I3
K1I5,,Freehold Airport,Freehold,New York,US,440,42.364,-74.06502778,America/New_York,1I5
K1I8,,Converse Airport,Converse,Indiana,US,840,40.57320278,-85.89959722,America/Indiana/Indianapolis,1I8
K1I9,,Delphi Municipal Airport,Delphi,Indiana,US,671.1,40.54081083,-86.68146639,America/Indiana/Indianapolis,1I9
K1J9,,Fort Walton Beach Airport,Navarre,Florida,US,22,30.40630556,-86.82919444,America/Chicago,1J9
K1K1,,Lloyd Stearman Field,Benton,Kansas,US,1364.1,37.77444444,-97.11322222,America/Chicago,1K1
K1K2,,Lindsay Municipal Airport,Lindsay,Oklahoma,US,968,34.84945139,-97.58529167,America/Chicago,1K2
K1K4,,David Jay Perry Airport,Goldsby,Oklahoma,US,1168.8,35.1550675,-97.47039389,America/Chicago,1K4
K1K5,,Waynoka Municipal Airport,Waynoka,Oklahoma,US,1544.4,36.5713,-98.85466389,America/Chicago,1K5
K1K6,,Ellinwood Municipal Airport,Ellinwood,Kansas,US,1797,38.37284028,-98.59864306,America/Chicago,1K6
K1K7,,Fredonia Airport,Fredonia,Kansas,US,882,37.58070417,-95.83715556,America/Chicago,1K7
K1K8,,South Grand Lake Regional Airport,Ketchum,Oklahoma,US,782.7,36.54636111,-95.01352778,America/Chicago,1K8
K1K9,,Satanta Municipal Airport,Satanta,Kansas,US,2976,37.45666667,-100.9846111,America/Chicago,1K9
K1KC,,Kalakaket Creek As Airport,Kalakaket Creek,Alaska,US,1598,64.42444722,-156.8433389,America/Anchorage,1KC
K1KS,,Linn County Airport,Pleasanton,Kansas,US,860,38.17343333,-94.690325,America/Chicago,1KS
K1L1,,Lincoln County Airport,Panaca,Nevada,US,4831,37.78741667,-114.4198889,America/Los_Angeles,1L1
K1L3,,Searchlight Airport,Searchlight,Nevada,US,3413,35.44455556,-114.9093611,America/Los_Angeles,1L3
K1L4,,Kidwell Airport,Cal Nev Ari,Nevada,US,2605,35.30554944,-114.8827528,America/Los_Angeles,1L4
K1L7,,Escalante Municipal Airport,Escalante,Utah,US,5736.9,37.74536111,-111.5701667,America/Denver,1L7
K1L8,,General Dick Stout Field,Hurricane,Utah,US,3351.4,37.14021536,-113.3060799,America/Denver,1L8
K1L9,,Parowan Airport,Parowan,Utah,US,5930,37.85963889,-112.8158611,America/Denver,1L9
K1M2,,Belzoni Municipal Airport,Belzoni,Mississippi,US,110,33.14518056,-90.51528472,America/Chicago,1M2
K1M3,,Ardmore Airport,Ardmore,Alabama,US,922,34.97908333,-86.88327778,America/Chicago,1M3
K1M4,,Posey Field,Haleyville,Alabama,US,929.8,34.28033333,-87.60041667,America/Chicago,1M4
K1M5,,Portland Municipal Airport,Portland,Tennessee,US,817.2,36.59286111,-86.47691667,America/Chicago,1M5
K1M6,,Stevens Ranch Airport,Ashland,Montana,US,3300,45.28804292,-106.1452956,America/Denver,1M6
K1M7,,Fulton Airport,Fulton,Kentucky,US,403.6,36.52563889,-88.91783333,America/Chicago,1M7
K1M8,,Myricks Airport,Berkley,Massachusetts,US,73,41.83905556,-71.02647222,America/New_York,1M8
K1M9,,Lake Barkley State Park Airport,Cadiz,Kentucky,US,570.9,36.81780139,-87.90751667,America/Chicago,1M9
K1MO,,Mountain Grove Memorial Airport,Mountain Grove,Missouri,US,1476.4,37.12086142,-92.31010667,America/Chicago,1MO
K1N1,,Sandia Airpark Estates East Airport,Edgewood,New Mexico,US,6565,35.09461111,-106.1645556,America/Denver,1N1
K1N3,,Albert Airport,Philipsburg,Pennsylvania,US,1784,40.9716875,-78.24297917,America/New_York,1N3
K1N5,,Bennett Airport,Salisbury,Maryland,US,46,38.41276933,-75.61693078,America/New_York,1N5
K1N7,,Blairstown Airport,Blairstown,New Jersey,US,371.5,40.97113314,-74.99750406,America/New_York,1N7
K1O1,,Grandfield Municipal Airport,Grandfield,Oklahoma,US,1128,34.23758944,-98.74200917,America/Chicago,1O1
K1O2,,Lampson Field,Lakeport,California,US,1380.1,38.99061111,-122.9007222,America/Los_Angeles,1O2
K1O3,,Lodi Airport,Lodi,California,US,59.9,38.20244167,-121.2691417,America/Los_Angeles,1O3
K1O4,,Thomas Municipal Airport,Thomas,Oklahoma,US,1732.5,35.73366667,-98.73052778,America/Chicago,1O4
K1O5,ROF,Montague-Yreka Rohrer Field,Montague,California,US,2527,41.72998333,-122.5444806,America/Los_Angeles,1O5
K1O6,,Dunsmuir Municipal-Mott Airport,Dunsmuir,California,US,3261.4,41.26291944,-122.2720375,America/Los_Angeles,1O6
K1O8,,Tipton Municipal Airport,Tipton,Oklahoma,US,1248,34.458625,-99.17133333,America/Chicago,1O8
K1OK,,Fairmont Field,Fairmont,Oklahoma,US,1170,36.36523611,-97.66784167,America/Chicago,1OK
K1P1,,Plymouth Municipal Airport,Plymouth,New Hampshire,US,506,43.77825417,-71.75385,America/New_York,1P1
K1PP,,Stilwell / Cherokee Nation Airport,Stilwell,Oklahoma,US,1084,35.75718472,-94.64985694,America/Chicago,1PP
K1Q1,,Eckert Field,Strathmore,California,US,426,36.16238889,-119.0506389,America/Los_Angeles,1Q1
K1Q2,,Spaulding Airport,Susanville,California,US,5115.8,40.65030556,-120.7685089,America/Los_Angeles,1Q2
K1Q4,,New Jerusalem Airport,Tracy,California,US,62,37.67777778,-121.3011944,America/Los_Angeles,1Q4
K1Q5,,Gravelly Valley Airport,Upper Lake,California,US,1900,39.45072222,-122.9546111,America/Los_Angeles,1Q5
K1Q9,MIJ,Mili Airport,Mili Island,,MH,4,6.083333333,171.7333333,Pacific/Majuro,1Q9
K1QK,,Gove County Airport,Quinter,Kansas,US,2637.1,39.03859,-100.2338883,America/Chicago,1QK
K1R1,,Jena Airport,Jena,Louisiana,US,216.1,31.66881472,-92.15759556,America/Chicago,1R1
K1R4,,Woodworth Airport,Woodworth,Louisiana,US,140,31.12635278,-92.50128889,America/Chicago,1R4
K1R7,,Brookhaven-Lincoln County Airport,Brookhaven,Mississippi,US,492.3,31.60583333,-90.40930556,America/Chicago,1R7
K1R8,,Bay Minette Municipal Airport,Bay Minette,Alabama,US,248.1,30.87033333,-87.81933333,America/Chicago,1R8
K1RL,,Point Roberts Airpark,Point Roberts,Washington,US,11,48.97713889,-123.0792222,America/Los_Angeles,1RL
K1S1,,Eckhart International Airport,Porthill,Idaho,US,1758,48.99047222,-116.5020556,America/Creston,1S1
K1S2,,Darrington Municipal Airport,Darrington,Washington,US,553,48.2586125,-121.6102036,America/Los_Angeles,1S2
K1S3,,Tillitt Field,Forsyth,Montana,US,2729.3,46.27115078,-106.6239021,America/Denver,1S3
K1S4,,Seiling Airport,Seiling,Oklahoma,US,1746,36.15536111,-98.93369444,America/Chicago,1S4
K1S5,,Sunnyside Municipal Airport,Sunnyside,Washington,US,768,46.32707222,-119.9703622,America/Los_Angeles,1S5
K1S6,,Priest River Municipal Airport,Priest River,Idaho,US,2193,48.19064583,-116.9098611,America/Los_Angeles,1S6
K1S7,,Slate Creek Airport,Slate Creek,Idaho,US,1660,45.67177778,-116.3057222,America/Los_Angeles,1S7
K1S8,,Arlington Municipal Airport,Arlington,Oregon,US,890,45.72255556,-120.1769722,America/Los_Angeles,1S8
K1S9,,Chewelah Municipal Airport,Chewelah,Washington,US,2084,48.31395819,-117.743426,America/Los_Angeles,1S9
K1T7,,Kestrel Airpark,San Antonio,Texas,US,1261,29.81175,-98.42605556,America/Chicago,1T7
K1U0,,Bear Trap Airport,Minidoka,Idaho,US,4716,42.97533333,-113.35075,America/Boise,1U0
K1U1,,Moose Creek /Usfs/ Airport,Moose Creek Ranger Station,Idaho,US,2454,46.12075083,-114.9273333,America/Denver,1U1
K1U2,,Mud Lake/West Jefferson County Airport,Mud Lake,Idaho,US,4795,43.85126528,-112.5010278,America/Boise,1U2
K1U3,,Murphy Airport,Murphy,Idaho,US,2855,43.21594444,-116.5483611,America/Boise,1U3
K1U4,,New Meadows Airport,New Meadows,Idaho,US,3908,44.978,-116.2839167,America/Boise,1U4
K1U6,,Oakley Municipal Airport,Oakley,Idaho,US,4664,42.23388889,-113.8776389,America/Boise,1U6
K1U7,,Bear Lake County Airport,Paris,Idaho,US,5932.9,42.24976111,-111.3416272,America/Boise,1U7
K1U9,,Pine Airport,Pine,Idaho,US,4232,43.46625,-115.3100278,America/Boise,1U9
K1V0,,Navajo Lake Airport,Navajo Dam,New Mexico,US,6478.2,36.80829056,-107.6526142,America/Denver,1V0
K1V2,,Grant County Airport,Hyannis,Nebraska,US,3737,42.00999444,-101.7700639,America/Denver,1V2
K1V6,,Fremont County Airport,Canon City,Colorado,US,5442.4,38.42856022,-105.1068544,America/Denver,1V6
K1V8,,Leach Airport,Center,Colorado,US,7598,37.78491667,-106.0469167,America/Denver,1V8
K1W1,,Grove Field,Camas,Washington,US,429,45.62782944,-122.4043114,America/Los_Angeles,1W1
K1W3,,Mexico Farms Airport,Cumberland,Maryland,US,607,39.606,-78.76048611,America/New_York,1W3
K1WF,,Waco Field,Troy,Ohio,US,817,40.01479444,-84.19807917,America/New_York,1WF
K1X1,,Higgins/Lipscomb County Airport,Higgins,Texas,US,2565.5,36.10590278,-100.0257067,America/Chicago,1X1
K1Y3,,Judge Lewis Field/Mount Ayr Municipal Airport,Mount Ayr,Iowa,US,1265,40.70638889,-94.22027778,America/Chicago,1Y3
K1Y5,,New Hampton Municipal Airport,New Hampton,Iowa,US,1173,43.08719583,-92.3432325,America/Chicago,1Y5
K1Y9,,Paullina Municipal Airport,Paullina,Iowa,US,1385,42.98788889,-95.66447222,America/Chicago,1Y9
K1Z1,,Grand Canyon Bar Ten Airstrip,Whitmore,Arizona,US,4100,36.2565,-113.2308889,America/Phoenix,1Z1
K20A,,Robbins Field,Oneonta,Alabama,US,1124.9,33.97127778,-86.38038889,America/Chicago,20A
K20K,,Quail Creek Airport,Quail Creek,Alaska,US,1576,65.35471944,-149.7613778,America/Anchorage,20K
K20M,,Macon Municipal Airport,Macon,Mississippi,US,238,33.13372222,-88.536,America/Chicago,20M
K20N,,Kingston-Ulster Airport,Kingston,New York,US,147.4,41.98525,-73.96433333,America/New_York,20N
K20T,,Aresti Aerodrome,Godley,Texas,US,985,32.47069472,-97.56030056,America/Chicago,20T
K20U,,Beach Airport,Beach,North Dakota,US,2755.9,46.92516667,-103.9820556,America/Denver,20U
K20V,,Mc Elroy Airfield,Kremmling,Colorado,US,7415.3,40.05343472,-106.3689772,America/Denver,20V
K21D,,Lake Elmo Airport,St Paul,Minnesota,US,932.9,44.99749247,-92.85568136,America/Chicago,21D
K21F,,Jacksboro Municipal Airport,Jacksboro,Texas,US,1062,33.22786111,-98.14644444,America/Chicago,21F
K21N,,Mattituck Airport,Mattituck,New York,US,30,40.98694444,-72.51913889,America/New_York,21N
K21W,,Ranger Creek Airport,Greenwater,Washington,US,2650,47.01313889,-121.5336667,America/Los_Angeles,21W
K22D,,Bandel Airport,Eighty Four,Pennsylvania,US,1210,40.13059444,-80.09613889,America/New_York,22D
K22F,,Kent County Airport,Jayton,Texas,US,2008,33.22911111,-100.5691111,America/Chicago,22F
K22I,,Vinton County Airport,Mc Arthur,Ohio,US,958,39.328125,-82.44182167,America/New_York,22I
K22M,,Pontotoc County Airport,Pontotoc,Mississippi,US,440,34.27555556,-89.03802778,America/Chicago,22M
K22N,,Jake Arner Memorial Airport,Lehighton,Pennsylvania,US,534,40.80950889,-75.76149639,America/New_York,22N
K22S,,Paisley Airport,Paisley,Oregon,US,4395,42.71797222,-120.5627778,America/Los_Angeles,22S
K22T,,Tecumseh Mills Airport,Tecumseh,Michigan,US,797,42.03384864,-83.87835353,America/Detroit,22T
K23D,,Karlstad Municipal Airport,Karlstad,Minnesota,US,1025,48.57760139,-96.54126806,America/Chicago,23D
K23M,,Clarke County Airport,Quitman,Mississippi,US,321.3,32.0859545,-88.73902519,America/Chicago,23M
K23N,,Bayport Aerodrome,Bayport,New York,US,39.2,40.75759611,-73.05268972,America/New_York,23N
K23R,,Devine Municipal Airport,Devine,Texas,US,702.2,29.13838889,-98.94188889,America/Chicago,23R
K23S,,Seeley Lake Airport,Seeley Lake,Montana,US,4256,47.18194444,-113.4452222,America/Denver,23S
K23W,,Cornucopia Field,Cornucopia,Wisconsin,US,757,46.86605139,-91.08391806,America/Chicago,23W
K24A,,Jackson County Airport,Sylva,North Carolina,US,2857,35.31721108,-83.20970381,America/New_York,24A
K24C,,Lowell City Airport,Lowell,Michigan,US,681,42.95465833,-85.34561667,America/Detroit,24C
K24F,,Cypress River Airport,Jefferson,Texas,US,221.2,32.74431417,-94.30468861,America/Chicago,24F
K24J,,Suwannee County Airport,Live Oak,Florida,US,103.3,30.30038889,-83.02438889,America/New_York,24J
K24K,,Krassel Usfs Airport,Mc Call,Idaho,US,3982,44.97422222,-115.72975,America/Boise,24K
K24M,,Wilderness Airpark,Kent City,Michigan,US,785,43.24474639,-85.71170889,America/Detroit,24M
K24N,,Jicarilla Apache Nation Airport,Dulce,New Mexico,US,7618,36.828535,-106.8841914,America/Denver,24N
K24R,,Dilley Airpark,Dilley,Texas,US,542,28.6855,-99.18908333,America/Chicago,24R
K24S,,Pinehurst State Airport,Pinehurst,Oregon,US,3643,42.11019444,-122.3831111,America/Los_Angeles,24S
K25D,,Forest Lake Airport,Forest Lake,Minnesota,US,929.5,45.24740972,-92.99285417,America/Chicago,25D
K25J,,Lower Chattahoochee Regional Airport,Cuthbert,Georgia,US,457,31.70188889,-84.82697222,America/New_York,25J
K25M,,Ripley Airport,Ripley,Mississippi,US,466.9,34.72272222,-89.01469444,America/Chicago,25M
K25U,,Memaloose Usfs Airport,Imnaha,Oregon,US,6708,45.42786111,-116.6938889,America/Los_Angeles,25U
K26A,,Ashland/Lineville Airport,Ashland/Lineville,Alabama,US,1065,33.28419722,-85.80896528,America/Chicago,26A
K26N,,Ocean City Municipal Airport,Ocean City,New Jersey,US,5.7,39.26347917,-74.60747639,America/New_York,26N
K26R,,Jackson County Airport,Edna,Texas,US,61.5,29.00099917,-96.58196194,America/Chicago,26R
K26U,,Mc Dermitt State Airport,Mc Dermitt,Oregon,US,4478,42.01030556,-117.7271389,America/Los_Angeles,26U
K26W,,Wolf Lake Airport,Napoleon,Michigan,US,980,42.20972222,-84.23166667,America/Detroit,26W
K27C,,Mecosta Morton Airport,Mecosta,Michigan,US,1022,43.63004631,-85.26148936,America/Detroit,27C
K27K,,Georgetown-Scott County Regional Airport,Georgetown,Kentucky,US,947.7,38.23443417,-84.43468361,America/New_York,27K
K27P,,Eldora Airport,Eldora,Iowa,US,975,42.32990556,-93.11428333,America/Chicago,27P
K27R,,Eldorado Airport,Eldorado,Texas,US,2448,30.86222222,-100.6108611,America/Chicago,27R
K27W,,Lake Wenatchee State Airport,Leavenworth,Washington,US,1939,47.81941361,-120.7198942,America/Los_Angeles,27W
K28A,,Goose Creek Airport,Indian Trail,North Carolina,US,565,35.12097944,-80.58728944,America/New_York,28A
K28J,,Palatka Municipal - Lt Kay Larkin Field,Palatka,Florida,US,47.8,29.65838247,-81.68950306,America/New_York,28J
K28M,,Cranland Airport,Hanson,Massachusetts,US,71,42.02513889,-70.83811111,America/New_York,28M
K28N,,Vineland-Downstown Airport,Vineland,New Jersey,US,120,39.53958333,-74.96766667,America/New_York,28N
K28U,,Owyhee Reservoir State Airport,Owyhee,Oregon,US,2680,43.42483333,-117.3456667,America/Boise,28U
K29C,,Grindstone Air Harbor Airport,Port Austin,Michigan,US,640,44.04677778,-82.91441667,America/Detroit,29C
K29D,,Grove City Airport,Grove City,Pennsylvania,US,1370.6,41.14602778,-80.16775,America/New_York,29D
K29F,,Joe Vaughn Spraying Airport,Kress,Texas,US,3500,34.39283333,-101.7599167,America/Chicago,29F
K29N,,Kroelinger Airport,Vineland,New Jersey,US,93,39.52400417,-75.04634278,America/New_York,29N
K29S,,Gardiner Airport,Gardiner,Montana,US,5286,45.04993556,-110.7466008,America/Denver,29S
K2A0,,Mark Anton Airport,Dayton,Tennessee,US,718.2,35.48625,-84.93108333,America/New_York,2A0
K2A1,,Jamestown Municipal Airport,Jamestown,Tennessee,US,1694.3,36.34970361,-84.94665333,America/Chicago,2A1
K2A2,,Holley Mountain Airpark,Clinton,Arkansas,US,1270,35.65071903,-92.40381294,America/Chicago,2A2
K2A5,,Causey Airport,Liberty,North Carolina,US,723,35.91178556,-79.61764556,America/New_York,2A5
K2A6,,Holly Grove Municipal Airport,Holly Grove,Arkansas,US,176,34.58244444,-91.16522222,America/Chicago,2A6
K2A8,,Addison Municipal Airport,Addison,Alabama,US,786,34.21714167,-87.15815833,America/Chicago,2A8
K2AK,,Lime Village Airport,Lime Village,Alaska,US,545,61.35913056,-155.4403861,America/Anchorage,2AK
K2B1,,Cape Cod Airport,Marston Mills,Massachusetts,US,103,41.68527778,-70.40225,America/New_York,2B1
K2B2,,Plum Island Airport,Newburyport,Massachusetts,US,11,42.79536111,-70.83944444,America/New_York,2B2
K2B3,,Parlin Field,Newport,New Hampshire,US,785,43.38706858,-72.1876105,America/New_York,2B3
K2B6,,Hollister Field,Wilmington,Ohio,US,1090,39.43756194,-83.70825611,America/New_York,2B6
K2B7,,Pittsfield Municipal Airport,Pittsfield,Maine,US,197.1,44.76852778,-69.37441667,America/New_York,2B7
K2B9,,Post Mills Airport,Post Mills,Vermont,US,696,43.88372222,-72.25208333,America/New_York,2B9
K2C5,,Almena Airport,Paw Paw,Michigan,US,748,42.25298472,-85.85165417,America/Detroit,2C5
K2C6,,Tri-County Airport,Yates City,Illinois,US,661,40.774,-90.07441667,America/Chicago,2C6
K2C8,,Cavalier Municipal Airport,Cavalier,North Dakota,US,892.1,48.78372222,-97.63197222,America/Chicago,2C8
K2CB,,Camp Blanding Army Air Field (Camp Blanding Mil Reservation) Airport,Camp Blanding Mil Res(Starke),Florida,US,196,29.96690722,-81.98315833,America/New_York,2CB
K2D1,,Barber Airport,Alliance,Ohio,US,1062,40.96997075,-81.09866697,America/New_York,2D1
K2D5,,Oakes Municipal Airport,Oakes,North Dakota,US,1334.9,46.17329611,-98.08003861,America/Chicago,2D5
K2D7,,Beach City Airport,Beach City,Ohio,US,984,40.64635139,-81.5559,America/New_York,2D7
K2E2,,Sharpe's Strip,Emmett,Michigan,US,781,42.95160833,-82.77586528,America/Detroit,2E2
K2E5,,Dell City Municipal Airport,Dell City,Texas,US,3703,31.94762222,-105.1917833,America/Denver,2E5
K2E6,,Groton Municipal Airport,Groton,South Dakota,US,1306,45.5345,-98.09525,America/Chicago,2E6
K2E7,,Mc Lean/Gray County Airport,Mc Lean,Texas,US,2835,35.24686111,-100.5468056,America/Chicago,2E7
K2E8,,Cackleberry Airport,Dexter,Michigan,US,898,42.42513194,-83.86855417,America/Detroit,2E8
K2F0,,Iraan Municipal Airport,Iraan,Texas,US,2200,30.90622222,-101.8898056,America/Chicago,2F0
K2F1,,Shamrock Municipal Airport,Shamrock,Texas,US,2369,35.23461111,-100.1853056,America/Chicago,2F1
K2F4,,T-Bar Airport,Tahoka,Texas,US,3126,33.181,-101.8193889,America/Chicago,2F4
K2F6,,Skiatook Municipal Airport,Skiatook,Oklahoma,US,671.2,36.35514417,-96.01072561,America/Chicago,2F6
K2F7,,Commerce Municipal Airport,Commerce,Texas,US,515.5,33.29286111,-95.89641667,America/Chicago,2F7
